Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
60505,119671,Female,Loyal Customer,54,Business travel,Business,2190,5,5,5,5,3,5,5,5,5,4,5,4,5,4,0,0.0,satisfied
54333,50221,Female,Loyal Customer,37,Business travel,Business,3244,1,3,3,3,5,4,4,1,1,1,1,3,1,3,114,102.0,neutral or dissatisfied
12837,89063,Female,Loyal Customer,55,Business travel,Business,1947,3,3,3,3,4,3,4,5,5,5,5,4,5,5,23,13.0,satisfied
50191,49973,Female,Loyal Customer,22,Business travel,Business,3341,4,2,2,2,4,4,4,4,2,4,4,1,3,4,22,4.0,neutral or dissatisfied
36326,107588,Female,Loyal Customer,54,Business travel,Business,423,2,2,2,2,5,5,5,5,5,5,5,4,5,4,9,0.0,satisfied
60010,10406,Female,Loyal Customer,70,Business travel,Business,316,4,4,4,4,4,5,4,5,5,5,5,5,5,3,0,0.0,satisfied
92127,25872,Female,Loyal Customer,50,Business travel,Business,907,5,5,5,5,3,5,5,4,4,4,4,4,4,3,0,0.0,satisfied
21160,121575,Male,Loyal Customer,47,Business travel,Business,2655,2,2,2,2,4,4,5,5,5,5,5,5,5,5,0,0.0,satisfied
86934,88768,Male,Loyal Customer,63,Business travel,Business,404,4,4,2,4,2,4,4,4,4,4,4,4,4,5,13,24.0,satisfied
68223,2292,Male,Loyal Customer,44,Business travel,Business,1041,1,2,2,2,3,4,3,1,1,1,1,4,1,4,85,80.0,neutral or dissatisfied
40741,96838,Male,Loyal Customer,60,Business travel,Business,994,2,2,2,2,5,4,5,4,4,4,4,4,4,4,32,17.0,satisfied
72638,58153,Female,Loyal Customer,53,Business travel,Business,2776,4,4,4,4,4,5,5,4,4,4,4,5,4,5,0,0.0,satisfied
24048,95719,Female,Loyal Customer,44,Business travel,Business,237,1,1,1,1,2,5,4,4,4,4,4,3,4,4,7,4.0,satisfied
2523,119912,Female,disloyal Customer,60,Business travel,Business,1009,3,3,3,2,2,3,2,2,3,4,4,5,4,2,0,20.0,neutral or dissatisfied
20603,84149,Male,Loyal Customer,54,Business travel,Business,1355,4,4,4,4,5,4,5,5,5,5,5,5,5,5,46,53.0,satisfied
98605,28285,Male,Loyal Customer,27,Business travel,Business,1658,5,5,5,5,4,4,4,4,4,2,5,4,4,4,3,0.0,satisfied
76737,107691,Female,Loyal Customer,34,Business travel,Business,251,3,3,2,3,2,5,4,5,5,5,5,5,5,3,37,24.0,satisfied
87774,78643,Male,Loyal Customer,45,Business travel,Business,2172,2,2,2,2,3,5,5,5,5,5,5,4,5,4,0,0.0,satisfied
67040,38000,Female,Loyal Customer,26,Business travel,Business,3198,1,1,1,1,4,4,4,4,1,1,4,2,3,4,0,0.0,satisfied
76876,31948,Male,Loyal Customer,29,Business travel,Business,2118,5,5,5,5,5,5,5,5,3,2,4,3,4,5,0,0.0,satisfied
53009,22101,Male,disloyal Customer,39,Business travel,Business,694,3,3,3,4,3,3,1,3,4,3,5,4,4,3,71,62.0,neutral or dissatisfied
10528,106078,Female,disloyal Customer,39,Business travel,Business,302,5,5,5,3,5,5,5,5,4,2,5,4,5,5,0,0.0,satisfied
2434,66943,Male,Loyal Customer,41,Business travel,Business,1119,1,1,4,1,4,4,5,5,5,5,5,4,5,3,0,0.0,satisfied
61891,121803,Female,Loyal Customer,45,Business travel,Business,3783,2,3,2,2,2,4,5,4,4,5,4,5,4,3,88,84.0,satisfied
547,80613,Female,Loyal Customer,38,Business travel,Business,2472,5,5,3,5,3,4,4,5,5,5,5,3,5,5,0,0.0,satisfied
35885,71035,Female,Loyal Customer,35,Business travel,Business,3714,1,1,5,1,5,5,4,2,2,3,2,5,2,5,0,0.0,satisfied
36368,12105,Male,Loyal Customer,47,Business travel,Business,1097,3,3,5,3,2,5,1,5,5,5,5,2,5,4,0,0.0,satisfied
71678,61217,Female,disloyal Customer,39,Business travel,Business,967,3,3,3,4,5,3,5,5,3,3,4,3,4,5,0,0.0,neutral or dissatisfied
55841,103536,Female,Loyal Customer,52,Business travel,Business,3416,4,4,5,4,2,4,4,4,4,4,4,3,4,4,0,0.0,satisfied
82445,62273,Female,disloyal Customer,39,Business travel,Business,414,4,4,4,4,2,4,2,2,5,4,4,3,4,2,0,0.0,neutral or dissatisfied
54289,42810,Male,Loyal Customer,24,Business travel,Business,1536,3,3,3,3,4,4,4,4,3,2,4,1,3,4,0,0.0,satisfied
42678,91912,Male,Loyal Customer,29,Business travel,Business,2475,1,1,1,1,4,4,4,4,3,5,5,3,4,4,0,0.0,satisfied
29349,29206,Male,Loyal Customer,44,Business travel,Business,2311,2,2,2,2,4,4,3,5,5,5,5,4,5,5,14,0.0,satisfied
71800,2246,Female,disloyal Customer,29,Business travel,Business,672,2,2,2,1,4,2,4,4,3,3,4,5,4,4,0,0.0,neutral or dissatisfied
67217,63252,Female,Loyal Customer,30,Business travel,Business,1503,4,4,4,4,4,4,4,4,5,4,5,3,5,4,0,0.0,satisfied
5789,1788,Male,Loyal Customer,50,Business travel,Business,500,3,5,3,3,5,5,4,5,5,5,5,4,5,5,25,31.0,satisfied
33554,91920,Male,Loyal Customer,60,Business travel,Business,2586,3,1,3,3,4,4,4,5,5,5,5,3,5,3,0,2.0,satisfied
83885,102997,Female,disloyal Customer,40,Business travel,Business,666,2,2,2,1,3,2,3,3,3,2,5,4,4,3,20,6.0,neutral or dissatisfied
81125,9545,Male,Loyal Customer,38,Business travel,Business,288,1,1,1,1,4,5,4,5,5,5,5,3,5,5,0,0.0,satisfied
92594,58645,Female,Loyal Customer,65,Business travel,Business,867,3,2,2,2,1,4,3,3,3,3,3,2,3,2,7,24.0,neutral or dissatisfied
96282,98914,Male,Loyal Customer,58,Business travel,Business,2621,5,5,5,5,4,4,4,5,3,5,5,4,3,4,187,190.0,satisfied
97918,124409,Female,Loyal Customer,22,Business travel,Business,1044,5,5,5,5,4,4,4,4,4,5,5,4,4,4,0,0.0,satisfied
96169,94982,Male,Loyal Customer,38,Business travel,Business,3496,4,5,5,5,4,3,3,1,1,2,4,1,1,1,4,0.0,neutral or dissatisfied
7608,3327,Female,Loyal Customer,43,Business travel,Business,2374,1,1,1,1,2,5,4,4,4,4,4,3,4,3,18,13.0,satisfied
74393,83025,Female,Loyal Customer,42,Business travel,Business,3532,2,2,2,2,4,4,5,5,5,5,5,5,5,3,109,100.0,satisfied
2873,17127,Female,Loyal Customer,54,Business travel,Business,2607,1,1,2,1,5,5,5,3,5,2,3,5,4,5,290,284.0,satisfied
14322,71922,Male,Loyal Customer,52,Business travel,Business,1723,2,2,2,2,4,4,4,5,4,4,4,4,5,4,175,185.0,satisfied
35157,23908,Female,Loyal Customer,26,Business travel,Business,589,4,1,1,1,4,4,4,4,3,3,4,2,4,4,30,17.0,neutral or dissatisfied
69598,8217,Female,Loyal Customer,38,Business travel,Business,294,3,3,2,3,1,3,1,4,4,4,4,5,4,2,2,0.0,satisfied
8096,114891,Male,Loyal Customer,52,Business travel,Business,2261,3,3,3,3,5,4,5,4,4,4,4,5,4,3,0,0.0,satisfied
14520,18827,Female,Loyal Customer,20,Business travel,Business,2652,1,1,1,1,4,4,4,4,2,4,3,1,4,4,0,0.0,satisfied
21952,59526,Female,Loyal Customer,46,Business travel,Business,2851,1,1,1,1,3,4,4,4,4,4,4,4,4,4,0,0.0,satisfied
52259,92312,Female,Loyal Customer,32,Business travel,Business,2556,1,4,1,1,5,5,5,5,4,5,5,3,5,5,5,0.0,satisfied
68075,128871,Female,Loyal Customer,38,Business travel,Business,2454,5,5,5,5,4,4,4,3,5,4,4,4,5,4,29,53.0,satisfied
86868,65458,Female,Loyal Customer,49,Business travel,Business,3382,1,1,1,1,4,5,5,5,5,5,5,4,5,3,19,17.0,satisfied
5599,93528,Female,Loyal Customer,27,Business travel,Business,1218,5,5,5,5,4,4,4,4,3,2,5,4,5,4,3,0.0,satisfied
35449,25788,Male,Loyal Customer,36,Business travel,Business,3616,3,3,3,3,4,4,4,5,5,5,5,4,5,1,1,0.0,satisfied
52575,66006,Female,Loyal Customer,50,Business travel,Business,1345,1,5,1,1,3,5,5,5,5,5,5,5,5,3,3,0.0,satisfied
11255,96975,Female,Loyal Customer,46,Business travel,Business,883,1,1,1,1,3,4,4,2,2,2,2,3,2,5,39,29.0,satisfied
7493,122910,Female,Loyal Customer,36,Business travel,Business,328,5,5,5,5,2,4,4,4,4,4,4,3,4,4,0,10.0,satisfied
82571,11625,Male,Loyal Customer,32,Business travel,Business,771,5,5,4,5,5,5,5,5,4,5,4,5,5,5,26,19.0,satisfied
30511,15906,Male,disloyal Customer,45,Business travel,Business,607,4,4,4,2,5,4,5,5,3,4,5,5,4,5,36,34.0,satisfied
29436,50284,Male,Loyal Customer,37,Business travel,Business,1706,3,3,3,3,3,3,5,4,4,4,3,1,4,4,0,0.0,satisfied
48223,11008,Female,Loyal Customer,67,Business travel,Business,2699,2,2,2,2,3,3,3,3,3,3,2,2,3,3,47,38.0,neutral or dissatisfied
8865,76773,Male,Loyal Customer,40,Business travel,Business,2323,5,5,5,5,2,4,4,5,5,5,5,5,5,5,0,0.0,satisfied
40338,65335,Female,disloyal Customer,37,Business travel,Business,432,4,4,4,4,1,4,1,1,4,5,4,3,4,1,19,22.0,satisfied
68244,75387,Female,Loyal Customer,46,Business travel,Business,2342,3,3,3,3,4,3,5,2,2,2,2,5,2,5,0,0.0,satisfied
35976,9919,Male,Loyal Customer,38,Business travel,Business,534,3,4,4,4,4,4,4,3,3,3,3,3,3,2,26,11.0,neutral or dissatisfied
64767,91610,Male,Loyal Customer,53,Business travel,Business,2818,2,2,2,2,4,5,5,4,4,4,4,5,4,5,0,0.0,satisfied
13068,81945,Female,Loyal Customer,27,Business travel,Business,1535,3,3,3,3,4,4,4,4,3,2,4,3,5,4,0,10.0,satisfied
35837,9917,Female,Loyal Customer,17,Business travel,Business,357,2,1,2,1,2,2,2,2,2,3,3,1,2,2,91,86.0,neutral or dissatisfied
77622,56644,Male,Loyal Customer,45,Business travel,Business,597,5,5,5,5,4,3,3,5,5,5,5,5,5,2,2,16.0,satisfied
56288,28094,Male,Loyal Customer,63,Personal Travel,Business,933,3,1,3,3,4,3,3,2,2,3,2,2,2,3,13,0.0,neutral or dissatisfied
58352,86447,Male,disloyal Customer,18,Business travel,Business,749,4,4,4,3,2,4,2,2,3,3,4,5,4,2,0,0.0,satisfied
92213,100479,Female,Loyal Customer,51,Business travel,Business,580,3,3,3,3,5,4,5,5,5,5,5,4,5,5,17,2.0,satisfied
89907,114699,Female,Loyal Customer,45,Business travel,Business,2553,1,1,1,1,3,5,5,4,4,4,4,5,4,3,4,0.0,satisfied
55862,88952,Female,disloyal Customer,26,Business travel,Business,1184,2,2,2,2,2,2,2,2,4,4,4,3,5,2,0,0.0,neutral or dissatisfied
4470,3828,Male,Loyal Customer,22,Business travel,Business,650,1,3,3,3,1,1,1,1,4,2,4,3,4,1,0,0.0,neutral or dissatisfied
80563,61184,Female,Loyal Customer,38,Business travel,Business,3302,2,1,1,1,1,4,4,2,2,2,2,3,2,2,0,0.0,neutral or dissatisfied
82973,7734,Female,Loyal Customer,56,Business travel,Business,3562,1,2,2,2,5,4,3,1,1,1,1,1,1,3,0,0.0,neutral or dissatisfied
22010,5970,Male,disloyal Customer,25,Business travel,Business,925,3,3,2,3,4,2,4,4,2,3,4,2,4,4,0,0.0,neutral or dissatisfied
64023,43576,Female,Loyal Customer,31,Business travel,Business,1499,1,1,1,1,4,4,4,4,4,5,4,5,1,4,11,0.0,satisfied
90397,68527,Male,Loyal Customer,54,Business travel,Business,2266,5,5,5,5,5,5,4,5,5,5,5,5,5,3,0,0.0,satisfied
22543,29933,Male,Loyal Customer,52,Business travel,Business,183,2,1,1,1,3,4,4,3,3,3,2,3,3,3,0,0.0,neutral or dissatisfied
52149,125624,Female,Loyal Customer,48,Business travel,Business,2299,4,4,4,4,3,5,4,5,5,5,5,3,5,4,4,0.0,satisfied
52462,638,Female,Loyal Customer,40,Business travel,Business,3123,5,5,5,5,2,4,5,4,4,4,4,5,4,5,0,0.0,satisfied
68178,62695,Female,Loyal Customer,14,Personal Travel,Business,2615,3,5,3,5,3,3,3,3,4,2,4,3,5,3,89,73.0,neutral or dissatisfied
2389,14779,Female,Loyal Customer,40,Business travel,Business,2365,4,1,1,1,3,3,3,4,4,4,4,2,4,2,1,2.0,neutral or dissatisfied
27366,112984,Female,Loyal Customer,51,Business travel,Business,1797,1,1,3,1,2,3,4,4,4,4,4,3,4,4,1,0.0,satisfied
94599,90568,Female,Loyal Customer,40,Business travel,Business,594,2,2,1,2,3,4,5,4,4,4,4,3,4,3,0,0.0,satisfied
8599,84983,Female,Loyal Customer,15,Business travel,Business,1590,5,5,5,5,4,4,4,4,5,2,4,4,4,4,0,0.0,satisfied
38662,86103,Male,Loyal Customer,18,Personal Travel,Business,306,3,5,3,4,3,3,3,3,5,5,5,3,5,3,15,18.0,neutral or dissatisfied
85017,123736,Female,Loyal Customer,50,Personal Travel,Business,96,4,4,0,3,3,4,4,3,3,0,3,4,3,4,0,3.0,satisfied
41342,60276,Male,Loyal Customer,25,Business travel,Business,2583,3,1,1,1,3,3,3,1,2,2,2,3,2,3,17,19.0,neutral or dissatisfied
86118,85946,Male,disloyal Customer,37,Business travel,Business,432,3,3,3,2,4,3,4,4,4,2,5,4,4,4,0,0.0,neutral or dissatisfied
86407,49540,Male,Loyal Customer,59,Business travel,Business,1780,2,2,2,2,2,4,4,5,5,5,5,4,5,3,0,0.0,satisfied
4014,90522,Male,Loyal Customer,43,Business travel,Business,2167,4,4,4,4,3,5,5,4,4,4,4,5,4,3,2,2.0,satisfied
18143,67699,Female,Loyal Customer,25,Business travel,Business,1464,2,5,5,5,2,2,2,2,3,1,4,4,4,2,0,0.0,neutral or dissatisfied
90358,122736,Male,Loyal Customer,53,Business travel,Business,1567,3,4,3,3,5,4,5,5,5,5,5,5,5,5,0,0.0,satisfied
42382,50460,Female,Loyal Customer,35,Business travel,Business,1815,1,1,1,1,4,4,4,1,1,1,1,4,1,4,0,0.0,neutral or dissatisfied
73727,6007,Female,disloyal Customer,38,Business travel,Business,691,3,3,3,2,4,3,4,4,5,5,5,3,4,4,0,0.0,neutral or dissatisfied
19698,98453,Male,Loyal Customer,49,Business travel,Business,210,5,5,5,5,4,5,5,4,4,4,4,5,4,4,23,14.0,satisfied
71522,100890,Male,disloyal Customer,46,Business travel,Business,377,3,3,3,2,1,3,1,1,3,4,4,5,4,1,3,3.0,neutral or dissatisfied
35350,57791,Female,Loyal Customer,40,Business travel,Business,2704,3,3,2,3,5,5,5,3,2,5,4,5,5,5,7,0.0,satisfied
29359,67606,Female,Loyal Customer,29,Business travel,Business,2410,5,1,5,5,3,4,3,3,5,3,5,4,5,3,30,56.0,satisfied
66993,109383,Male,Loyal Customer,17,Business travel,Business,2177,3,3,3,3,4,4,4,4,3,1,1,4,5,4,6,0.0,satisfied
13248,86613,Male,disloyal Customer,25,Business travel,Business,746,5,5,5,4,2,5,1,2,5,5,4,4,5,2,1,0.0,satisfied
13803,90707,Male,Loyal Customer,58,Business travel,Business,1917,3,3,3,3,4,5,5,5,5,5,5,3,5,4,0,0.0,satisfied
85121,105565,Male,Loyal Customer,44,Business travel,Business,3759,1,1,1,1,4,5,4,4,4,4,4,4,4,5,0,0.0,satisfied
89995,73638,Male,Loyal Customer,26,Business travel,Business,1811,5,5,5,5,5,5,4,5,4,2,4,3,5,5,0,0.0,satisfied
62168,128289,Male,Loyal Customer,49,Business travel,Business,370,2,2,2,2,4,5,5,4,4,4,4,4,4,4,0,7.0,satisfied
15957,114070,Female,Loyal Customer,57,Business travel,Business,2139,3,3,2,3,3,4,4,4,4,4,4,5,4,5,0,0.0,satisfied
41549,40650,Male,Loyal Customer,48,Business travel,Business,532,1,1,1,1,2,5,5,5,5,4,5,3,5,3,0,0.0,satisfied
52960,120432,Female,disloyal Customer,25,Business travel,Business,366,1,5,1,1,3,1,3,3,4,3,4,3,5,3,0,0.0,neutral or dissatisfied
50336,108248,Male,Loyal Customer,55,Business travel,Business,2152,4,1,4,4,2,5,4,3,3,3,3,3,3,3,8,4.0,satisfied
63426,81893,Female,Loyal Customer,58,Business travel,Business,680,5,5,5,5,3,5,4,4,4,4,4,5,4,3,0,0.0,satisfied
90034,57802,Female,Loyal Customer,23,Business travel,Business,3686,2,2,2,2,5,5,5,5,3,2,4,5,5,5,11,6.0,satisfied
94224,75662,Female,Loyal Customer,43,Business travel,Business,304,3,3,3,3,2,5,4,5,5,5,5,4,5,3,0,0.0,satisfied
76918,20537,Female,Loyal Customer,51,Business travel,Business,2368,3,5,3,3,4,5,3,5,5,5,5,2,5,1,0,0.0,satisfied
73075,121233,Female,Loyal Customer,35,Business travel,Business,2075,4,4,4,4,2,5,4,5,5,5,5,5,5,3,0,0.0,satisfied
69243,125982,Male,Loyal Customer,25,Business travel,Business,2041,1,2,2,2,1,1,1,1,1,3,3,1,3,1,25,27.0,neutral or dissatisfied
73339,119494,Female,Loyal Customer,31,Business travel,Business,2227,4,4,4,4,4,4,4,4,5,3,5,5,4,4,0,6.0,satisfied
49971,72111,Female,Loyal Customer,39,Business travel,Business,2581,3,4,4,4,5,3,4,3,3,2,3,3,3,2,0,0.0,neutral or dissatisfied
31782,64284,Female,disloyal Customer,26,Business travel,Business,1192,1,1,1,3,1,1,1,1,4,5,4,4,5,1,0,0.0,neutral or dissatisfied
49856,22546,Female,Loyal Customer,45,Business travel,Business,1756,3,3,3,3,3,5,5,5,5,5,5,4,5,5,0,3.0,satisfied
85914,21038,Male,Loyal Customer,55,Business travel,Business,2374,0,0,0,2,4,4,3,5,5,5,5,1,5,2,49,43.0,satisfied
16387,36039,Female,Loyal Customer,35,Business travel,Business,399,4,4,4,4,3,5,3,5,5,5,5,5,5,3,0,4.0,satisfied
69539,9219,Female,Loyal Customer,46,Business travel,Business,157,5,5,5,5,3,4,5,5,5,5,5,4,5,5,0,0.0,satisfied
43161,33915,Male,Loyal Customer,46,Business travel,Business,636,3,1,4,1,3,3,3,4,3,3,3,3,3,3,164,171.0,neutral or dissatisfied
90968,109293,Male,Loyal Customer,55,Business travel,Business,1072,4,4,4,4,3,4,5,4,4,4,4,3,4,5,0,0.0,satisfied
95672,92300,Female,Loyal Customer,32,Business travel,Business,2556,2,2,2,2,5,5,5,5,3,3,4,3,5,5,0,0.0,satisfied
14965,70338,Male,Loyal Customer,49,Business travel,Business,986,1,1,1,1,3,5,5,5,5,5,5,4,5,4,8,0.0,satisfied
90678,128207,Male,Loyal Customer,45,Business travel,Business,2889,5,5,5,5,3,4,4,5,5,5,5,3,5,4,0,0.0,satisfied
83539,111311,Male,Loyal Customer,57,Business travel,Business,3015,4,4,4,4,2,5,4,4,4,4,4,3,4,5,0,0.0,satisfied
6374,126559,Male,Loyal Customer,56,Business travel,Business,1558,1,1,3,1,2,4,4,4,4,4,4,5,4,5,33,18.0,satisfied
88858,45760,Female,Loyal Customer,38,Business travel,Business,216,5,5,5,5,4,4,4,5,5,5,3,2,5,3,0,0.0,satisfied
64187,69658,Female,Loyal Customer,55,Business travel,Business,1727,1,1,3,1,3,4,3,1,1,1,1,1,1,3,0,0.0,neutral or dissatisfied
21845,114589,Male,Loyal Customer,53,Business travel,Business,3574,5,5,5,5,5,5,5,5,5,5,5,5,5,5,29,23.0,satisfied
33417,30673,Male,disloyal Customer,50,Business travel,Business,280,2,2,2,4,4,2,4,4,1,3,3,3,3,4,59,73.0,neutral or dissatisfied
95911,104963,Male,Loyal Customer,52,Business travel,Business,337,5,5,5,5,2,4,5,4,4,5,4,5,4,4,8,14.0,satisfied
101974,93041,Female,Loyal Customer,55,Business travel,Business,2774,2,2,2,2,3,4,4,5,5,5,5,3,5,5,24,26.0,satisfied
99938,117332,Male,Loyal Customer,47,Business travel,Business,296,1,1,1,1,4,5,5,4,4,4,4,4,4,4,4,0.0,satisfied
21940,90939,Female,Loyal Customer,49,Business travel,Business,1950,5,5,5,5,4,3,2,4,4,4,5,1,4,3,0,0.0,satisfied
4773,11578,Male,Loyal Customer,25,Business travel,Business,771,1,2,2,2,1,1,1,1,2,3,3,4,3,1,0,0.0,neutral or dissatisfied
34602,71735,Male,Loyal Customer,42,Business travel,Business,1744,3,3,3,3,4,5,4,4,4,4,4,5,4,5,0,0.0,satisfied
18235,107179,Male,Loyal Customer,58,Business travel,Business,668,3,3,3,3,4,5,4,4,4,4,4,5,4,3,0,0.0,satisfied
96592,1324,Female,Loyal Customer,48,Business travel,Business,3883,0,4,0,1,5,4,5,3,3,3,3,4,3,4,0,0.0,satisfied
1186,65305,Female,Loyal Customer,40,Business travel,Business,3857,4,4,4,4,5,4,5,5,5,5,5,5,5,4,6,0.0,satisfied
88101,57374,Female,disloyal Customer,62,Business travel,Business,414,4,4,4,3,3,4,3,3,3,5,5,3,5,3,6,1.0,neutral or dissatisfied
31687,49737,Male,Loyal Customer,45,Business travel,Business,2848,3,3,3,3,3,5,4,4,4,4,3,1,4,4,0,0.0,satisfied
45396,59317,Female,disloyal Customer,30,Business travel,Business,2449,3,3,3,4,1,3,1,1,5,2,4,5,4,1,0,0.0,neutral or dissatisfied
31163,28253,Male,Loyal Customer,33,Business travel,Business,1542,1,1,1,1,4,4,4,4,3,5,1,2,4,4,0,0.0,satisfied
66588,94454,Male,disloyal Customer,44,Business travel,Business,441,5,5,5,2,2,5,2,2,5,2,4,4,4,2,22,19.0,satisfied
77731,32101,Female,Loyal Customer,35,Business travel,Business,1539,5,5,5,5,4,1,4,5,5,5,5,4,5,1,0,0.0,satisfied
49413,111524,Male,Loyal Customer,49,Business travel,Business,775,2,2,2,2,2,4,4,5,5,5,5,4,5,5,24,19.0,satisfied
101289,129154,Male,Loyal Customer,59,Business travel,Business,954,4,4,4,4,2,4,4,4,4,4,4,3,4,5,52,59.0,satisfied
74372,124100,Male,Loyal Customer,47,Business travel,Business,529,1,1,1,1,2,4,5,5,5,5,5,5,5,4,0,0.0,satisfied
75353,5358,Male,Loyal Customer,51,Business travel,Business,812,1,1,1,1,2,4,5,2,2,2,2,3,2,4,0,12.0,satisfied
36742,20948,Male,Loyal Customer,34,Business travel,Business,1576,3,2,2,2,4,2,2,3,3,3,3,2,3,1,0,0.0,neutral or dissatisfied
49991,17936,Male,Loyal Customer,53,Business travel,Business,214,4,4,4,4,2,4,2,4,4,4,5,1,4,5,0,0.0,satisfied
80050,86585,Female,disloyal Customer,80,Business travel,Business,869,1,1,1,4,3,4,4,3,3,1,5,4,3,2,19,0.0,neutral or dissatisfied
12439,104719,Female,disloyal Customer,35,Business travel,Business,1407,3,3,3,1,3,3,3,3,3,3,4,3,5,3,22,0.0,neutral or dissatisfied
93119,64258,Female,Loyal Customer,52,Business travel,Business,1660,2,3,2,2,3,4,5,5,5,5,5,3,5,5,0,0.0,satisfied
90299,57070,Male,Loyal Customer,12,Business travel,Business,2065,3,3,3,3,3,3,3,3,2,5,4,3,3,3,22,0.0,neutral or dissatisfied
27170,16250,Female,Loyal Customer,21,Business travel,Business,748,1,1,2,1,4,4,4,4,1,4,4,5,3,4,29,17.0,satisfied
2688,104713,Female,Loyal Customer,27,Business travel,Business,1342,4,4,4,4,3,3,3,3,5,5,4,3,5,3,0,4.0,satisfied
64473,119599,Male,Loyal Customer,56,Business travel,Business,1979,1,1,1,1,2,4,5,4,4,4,4,5,4,3,0,0.0,satisfied
94169,14007,Male,Loyal Customer,25,Business travel,Business,2391,3,3,3,3,4,5,5,5,1,5,3,5,2,5,178,153.0,satisfied
38125,80159,Female,Loyal Customer,56,Business travel,Business,2586,3,1,4,4,3,3,3,3,2,3,2,3,3,3,35,34.0,neutral or dissatisfied
32276,22693,Female,Loyal Customer,29,Business travel,Business,589,3,3,5,3,4,4,4,4,3,4,2,2,3,4,0,0.0,satisfied
21798,129480,Female,disloyal Customer,30,Business travel,Business,722,4,4,4,1,2,4,2,2,4,2,4,5,5,2,0,0.0,satisfied
17838,75965,Male,Loyal Customer,48,Business travel,Business,3008,2,5,2,2,2,5,4,4,4,5,4,4,4,3,1,24.0,satisfied
19976,52265,Female,Loyal Customer,38,Business travel,Business,3121,3,2,2,2,3,4,4,3,3,3,3,3,3,2,0,0.0,neutral or dissatisfied
86906,26517,Male,Loyal Customer,30,Business travel,Business,990,5,5,1,5,4,5,4,4,4,1,1,2,4,4,0,,satisfied
26385,19355,Male,Loyal Customer,25,Business travel,Business,692,1,3,3,3,1,1,1,1,1,2,3,2,3,1,24,29.0,neutral or dissatisfied
38884,121968,Male,disloyal Customer,27,Business travel,Business,130,0,0,0,4,4,0,4,4,3,3,4,3,5,4,14,17.0,satisfied
38728,88247,Female,Loyal Customer,44,Business travel,Business,2570,1,1,1,1,2,5,5,5,5,4,5,3,5,5,16,8.0,satisfied
46236,79777,Female,disloyal Customer,25,Business travel,Business,550,4,5,4,4,3,4,3,3,5,3,4,5,5,3,18,0.0,satisfied
93384,55053,Male,disloyal Customer,37,Business travel,Business,1379,2,2,2,2,4,2,3,4,5,4,5,4,5,4,0,3.0,neutral or dissatisfied
30391,66182,Male,Loyal Customer,22,Business travel,Business,2883,3,3,3,3,5,5,5,5,4,3,4,4,4,5,22,21.0,satisfied
64487,56793,Female,Loyal Customer,28,Business travel,Business,1605,2,1,2,2,5,5,5,5,5,2,5,5,5,5,0,0.0,satisfied
17863,27653,Male,Loyal Customer,41,Business travel,Business,1789,3,3,2,3,5,5,4,3,3,3,3,4,3,4,0,0.0,satisfied
59972,42995,Male,Loyal Customer,53,Business travel,Business,1565,5,5,5,5,5,5,5,4,4,4,5,5,4,1,0,0.0,satisfied
38611,121815,Male,Loyal Customer,43,Business travel,Business,3696,3,3,3,3,4,4,4,4,4,4,4,4,4,5,0,0.0,satisfied
96302,58687,Male,Loyal Customer,51,Business travel,Business,299,5,5,5,5,5,4,4,5,5,5,5,3,5,4,14,2.0,satisfied
8639,49158,Female,Loyal Customer,35,Business travel,Business,262,4,4,4,4,5,4,2,5,5,5,5,3,5,1,52,44.0,satisfied
39133,99745,Male,Loyal Customer,65,Business travel,Business,2601,3,2,4,4,5,2,3,3,3,4,3,4,3,1,66,54.0,neutral or dissatisfied
93284,59155,Male,Loyal Customer,35,Business travel,Business,1846,4,4,4,4,4,4,4,5,5,5,5,4,5,4,111,88.0,satisfied
69023,46549,Male,Loyal Customer,60,Business travel,Business,125,1,1,4,1,1,2,1,5,5,5,4,2,5,3,18,19.0,satisfied
96538,61138,Male,Loyal Customer,47,Business travel,Business,967,2,1,1,1,2,4,3,2,2,2,2,4,2,3,34,22.0,neutral or dissatisfied
38531,94838,Female,Loyal Customer,39,Business travel,Business,1880,1,1,1,1,2,5,4,5,5,5,5,3,5,3,0,0.0,satisfied
81743,70756,Female,disloyal Customer,25,Business travel,Business,733,1,5,2,1,4,2,4,4,4,2,5,3,5,4,0,0.0,neutral or dissatisfied
28641,49100,Male,Loyal Customer,58,Business travel,Business,238,5,5,5,5,2,3,2,5,5,5,5,4,5,3,37,30.0,satisfied
6398,71981,Male,Loyal Customer,30,Business travel,Business,1440,1,1,1,1,4,4,4,4,1,5,1,4,4,4,54,41.0,satisfied
35959,93794,Male,Loyal Customer,47,Business travel,Business,3722,4,4,4,4,5,5,4,5,5,5,5,3,5,4,123,,satisfied
46513,59341,Female,Loyal Customer,41,Business travel,Business,2338,3,3,3,3,4,4,5,4,4,4,4,5,4,4,8,0.0,satisfied
